UID,Name,Position,Pens Saved Ratio,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
80028923,Keny Urcuyo,GK,20%,9,16,7,13,15,13,1,6,10,9,10,7,8,13,15,2,4,3,11,7,6,5,5,3,3,1,3,8,1,2,1,1,6,2,3,2,10,13,9,6,11,9,8,14,11,5,6,12,11,3,7,15,12,9,7,10,10,- -  -,
80028756,Douglas Forvis,GK,29%,14,9,7,15,13,12,8,7,12,14,9,8,9,10,7,2,6,1,11,9,8,8,2,1,1,1,4,6,1,2,2,1,10,3,2,8,14,14,9,5,14,13,10,12,14,5,9,11,13,7,9,14,15,11,2,12,9,- -  -,
80026394,Cesar Samudio,GK,25%,12,10,9,9,12,10,4,7,13,8,7,9,11,9,9,1,13,3,8,8,7,7,2,1,1,1,7,6,1,1,3,1,9,2,2,7,14,8,9,5,9,11,10,13,14,6,10,8,10,3,12,15,5,11,4,11,8,- -  -,
80012234,Justo Llorente,GK,50%,12,8,9,6,11,12,8,6,7,12,15,10,10,14,9,1,4,3,14,9,4,8,3,2,1,3,4,5,1,3,1,1,8,3,1,2,8,11,9,5,14,9,10,9,13,7,8,10,20,8,8,14,5,11,2,12,10,- -  -,
80006910,Esteban,GK,14%,8,10,12,14,14,7,10,14,16,13,17,16,12,12,15,14,8,3,13,10,7,14,4,3,3,2,10,5,5,3,1,2,10,5,1,11,14,13,9,15,13,12,11,12,13,11,12,15,12,4,14,12,13,12,13,15,16,- -  -,Int
80001524,Alfonso Quesada,GK,25%,10,12,8,9,13,8,7,9,12,9,8,8,12,16,3,1,5,2,12,9,8,8,4,3,1,3,8,8,8,3,3,3,9,1,3,8,12,12,11,5,14,11,11,5,14,6,9,10,13,5,5,7,7,11,4,13,7,- -  -,
78061377,José Cortaberría,GK,29%,10,13,7,14,11,11,7,6,9,12,8,7,12,12,18,2,4,2,9,8,7,7,1,3,1,2,1,5,1,2,2,2,11,1,2,4,14,11,9,5,9,14,7,10,11,7,8,5,9,7,11,14,5,11,11,11,15,- -  -,
78001113,Fernando Muslera,GK,67%,10,14,11,15,16,10,11,12,10,15,13,12,10,11,17,8,16,7,17,13,10,12,6,2,9,3,11,8,8,3,2,1,11,7,1,10,12,10,14,7,16,11,15,4,16,14,14,13,13,4,2,12,6,18,15,16,18,- -  -,
76021678,Aldair Arnedo,GK,20%,11,12,11,10,12,10,12,12,13,11,11,11,11,11,14,2,11,2,11,11,10,10,4,1,2,3,8,7,8,2,2,1,10,12,2,7,12,12,11,5,12,11,12,12,12,14,11,10,20,11,14,10,13,10,11,13,10,- -  -,
73200889,Simon Ngapandouetnbu,GK,20%,13,8,8,12,12,10,2,10,14,7,15,6,9,14,11,1,12,3,12,8,7,2,5,2,2,1,3,6,1,3,2,3,5,2,3,4,11,10,9,9,13,12,12,5,10,6,10,14,10,8,9,5,5,12,13,12,19,- -  -,
71029916,Oleksandr Iliushchenkov,GK,33%,8,12,8,9,12,7,2,5,8,10,10,9,8,14,13,3,11,1,11,8,7,7,1,1,2,1,1,3,1,1,3,1,10,3,1,4,14,9,7,5,14,13,8,6,8,5,8,12,11,3,9,7,12,11,10,12,12,- -  -,
70099201,Altay Bayındır,GK,33%,10,16,10,18,18,10,11,15,5,15,12,14,8,11,12,4,15,2,14,10,10,12,4,3,1,1,12,8,8,2,1,2,14,3,2,12,16,11,12,10,16,14,17,13,17,6,11,12,15,5,5,12,6,17,15,14,13,- -  -,
70047954,Ali Şaşal Vural,GK,25%,10,12,10,13,13,11,9,11,5,12,6,12,11,12,10,5,5,1,13,11,10,9,1,1,2,1,9,1,9,1,1,2,11,2,2,11,13,10,11,5,9,14,14,13,15,8,13,13,9,6,5,12,6,10,10,2,9,- -  -,Inj
68015787,Andreas Linde,GK,67%,6,13,15,20,15,6,6,14,7,12,11,14,13,12,12,15,12,2,16,15,8,11,4,2,3,1,8,7,3,1,2,1,8,2,1,8,16,14,8,9,15,13,15,15,16,14,16,14,13,4,16,6,3,15,14,15,14,- -  -,Wnt
67295931,Ángel Fortuño,GK,50%,11,12,9,8,8,12,6,8,5,11,15,8,14,15,19,2,5,2,12,9,8,8,4,2,3,1,4,6,1,3,1,1,12,3,1,6,8,12,7,5,14,9,13,14,12,5,10,12,12,6,5,5,9,10,12,11,11,- -  -,Opt
67295618,Víctor Méndez,GK,20%,13,7,3,11,8,11,2,6,10,6,12,4,7,14,6,2,4,1,9,8,7,7,3,1,3,2,3,5,1,3,1,1,11,1,1,5,9,12,10,6,14,12,13,7,14,6,11,12,18,6,5,10,11,12,12,13,19,- -  -,
67295018,Cheikh Sarr,GK,20%,9,8,10,17,15,10,4,7,10,9,12,6,8,11,9,3,6,1,12,10,9,7,4,3,2,3,9,7,2,1,3,1,10,2,1,4,16,13,12,5,15,14,9,7,15,6,9,11,5,6,9,7,8,11,10,11,11,- -  -,
67292670,Unai Marino,GK,17%,11,11,10,10,16,11,7,7,8,12,13,9,13,15,4,3,10,3,10,9,9,8,3,1,1,3,1,4,1,2,1,3,13,2,3,5,8,11,11,5,12,10,9,7,10,5,10,10,11,5,14,3,10,13,10,15,15,- -  -,
67276496,Miguel Morro,GK,75%,11,12,8,16,12,9,6,8,6,11,15,9,10,10,10,3,9,2,12,10,8,9,4,2,1,1,4,5,2,1,3,1,14,1,1,6,15,14,8,5,14,11,10,6,15,12,11,10,12,4,10,10,5,8,9,14,14,- -  -,
67269425,Unai Marrero,GK,20%,9,13,8,13,8,10,2,5,13,10,15,6,11,13,6,2,12,1,10,7,5,6,4,3,1,2,1,6,1,1,3,3,7,2,1,1,12,8,10,5,13,13,9,5,7,8,4,13,20,8,6,8,11,12,14,12,13,- -  -,
67261046,Lluis Andreu,GK,33%,12,8,4,10,12,13,2,5,14,7,9,7,10,14,13,2,11,3,10,8,8,7,4,3,2,2,6,7,1,3,3,1,8,3,2,3,8,12,9,5,14,8,10,11,12,5,7,12,20,2,10,5,5,9,14,10,14,- -  -,
67258716,Ramón Juan,GK,50%,11,11,7,10,13,7,9,7,10,10,7,11,9,13,8,2,14,3,14,11,10,11,3,3,2,2,10,8,1,1,3,1,13,4,3,7,12,12,13,5,15,16,14,11,16,10,13,10,15,3,11,13,11,12,10,14,13,- -  -,Inj
67257952,Adri,GK,33%,11,12,11,13,12,11,13,12,11,12,12,11,10,10,14,1,10,2,11,11,8,12,3,2,2,1,9,6,10,3,1,2,10,1,3,9,11,10,12,10,12,11,11,13,13,12,12,11,20,4,15,12,3,11,10,11,17,- -  -,
67245412,Josep Martínez,GK,67%,11,14,12,18,15,13,7,10,5,11,10,12,12,12,12,3,6,3,10,12,11,11,5,2,3,2,8,8,3,2,3,2,11,1,2,10,15,11,12,5,12,12,13,11,15,13,12,12,15,7,13,6,5,15,10,13,19,- -  -,
67241025,Ernestas Juskevicius,GK,25%,10,7,10,13,13,10,4,5,11,14,8,10,8,15,14,3,8,2,15,10,9,8,5,3,3,3,6,6,2,2,1,3,11,2,1,6,14,12,14,5,14,11,11,13,11,8,10,7,10,7,11,7,10,12,13,11,20,- -  -,
67225466,Ismael De Andrés,GK,29%,9,15,8,8,8,9,7,4,9,11,6,6,11,13,12,3,11,3,13,8,7,7,3,3,3,3,1,5,1,1,2,2,9,1,1,1,9,10,10,9,14,8,12,6,14,5,6,13,11,6,5,3,8,10,10,10,18,- -  -,
67217557,Iñaki,GK,25%,12,13,7,10,11,12,11,8,7,8,7,11,12,13,10,4,6,4,11,10,7,10,4,1,2,1,8,8,2,3,1,2,7,2,2,5,9,12,12,8,12,11,13,7,13,11,10,12,12,3,6,15,7,10,9,9,19,- -  -,
67216593,Sergio Pérez,GK,25%,14,7,8,9,12,11,6,11,5,11,15,5,8,14,10,2,5,1,11,8,6,7,3,2,3,2,3,8,1,2,3,3,8,2,3,3,14,9,10,5,7,9,12,7,14,11,7,11,19,2,5,7,7,11,12,11,10,- -  -,
67216538,Diego Conde,GK,40%,10,6,7,11,12,11,8,7,9,11,11,9,12,14,6,2,8,1,9,9,8,6,2,1,1,2,5,4,1,3,1,3,14,2,2,2,14,13,8,5,11,14,12,12,14,8,7,10,14,6,7,2,9,9,11,10,11,- -  -,
67214134,Sebas Gil,GK,25%,12,17,8,13,13,10,7,6,5,11,12,8,6,13,19,3,11,2,7,8,7,7,4,3,3,3,1,7,1,3,2,1,11,1,2,5,11,9,8,5,12,12,10,6,12,15,7,13,11,7,11,11,7,10,13,10,10,- -  -,
67211738,Jesús Godino,GK,33%,13,16,7,13,13,10,6,7,12,11,6,8,13,14,4,2,4,2,12,7,7,6,4,3,2,3,2,6,1,1,1,1,7,2,3,6,14,8,11,5,8,8,7,6,11,9,8,11,14,4,13,4,10,11,11,9,17,- -  -,
67211705,Carlos Marín,GK,25%,12,13,9,14,13,14,8,7,14,12,15,9,14,13,13,3,4,2,12,9,8,8,4,2,2,3,2,6,1,2,2,3,10,2,1,5,13,11,11,5,12,9,13,6,13,11,7,13,15,5,8,11,11,14,10,13,11,- -  -,
67210974,Jero Lario,GK,20%,10,16,9,9,14,8,4,6,12,11,15,9,14,14,15,1,8,1,12,8,7,8,3,1,1,2,2,4,1,3,1,3,9,3,3,7,12,7,7,5,13,12,13,9,12,5,6,14,13,2,11,19,5,11,11,14,12,- -  -,
67200923,Unai Simón,GK,20%,13,14,7,15,8,13,12,12,7,13,11,15,14,14,15,3,12,1,15,13,15,12,4,3,2,1,13,8,13,1,1,1,12,3,3,13,17,15,15,13,14,13,15,9,16,13,15,11,16,1,6,9,9,11,9,17,11,- -  -,
67200623,Raúl Marqueta,GK,67%,12,9,8,9,13,11,4,9,13,13,10,8,11,14,4,2,6,1,7,8,7,7,4,1,1,3,1,5,1,3,3,3,6,4,3,4,11,13,8,7,14,13,9,12,12,10,9,11,13,3,7,5,11,9,11,12,11,- -  -,
67186869,Antonio Sivera,GK,60%,14,12,11,13,7,13,10,9,9,12,12,5,11,15,9,1,10,2,15,11,10,10,5,3,1,1,4,7,2,3,1,2,15,1,2,9,12,16,12,5,10,13,10,9,15,5,12,11,15,5,5,14,9,10,10,12,13,- -  -,
67184455,Rubén Gálvez,GK,20%,15,11,10,9,12,13,3,11,8,11,15,10,9,10,16,2,5,3,10,10,9,8,2,2,1,2,3,5,1,2,1,1,12,2,2,6,11,11,12,5,15,13,11,14,15,15,12,10,20,8,12,15,12,10,11,13,13,- -  -,Opt
67179555,Alberto Varo,GK,17%,13,11,9,12,11,12,9,9,10,12,13,8,11,13,3,8,11,2,11,9,9,8,5,3,3,1,9,6,2,1,2,2,10,1,2,6,13,9,8,10,12,12,10,9,12,10,8,10,13,3,10,9,8,12,9,14,13,- -  -,
67179296,Jorge Mediavilla,GK,67%,13,6,8,8,9,11,7,6,15,10,11,6,8,14,2,2,12,3,12,8,7,7,5,2,2,3,5,8,1,3,3,1,10,2,2,2,14,10,6,5,10,11,10,5,14,9,6,13,10,5,10,6,14,9,9,11,15,- -  -,
67175521,Bernabé,GK,33%,11,13,11,10,10,10,9,11,5,16,11,11,12,11,6,2,12,2,11,11,11,11,2,1,2,2,10,6,2,3,3,3,10,2,2,10,12,12,12,5,13,12,13,11,14,7,12,10,11,6,7,10,5,10,9,12,15,- -  -,
67175314,Javi Montoya,GK,33%,10,15,9,11,13,12,8,11,8,6,8,7,12,7,6,6,9,1,11,10,7,12,2,3,1,2,6,6,6,1,3,1,9,2,3,7,10,8,11,7,12,12,13,13,15,12,13,10,10,2,5,12,8,9,11,12,11,- -  -,
67155103,Fernando Pacheco,GK,25%,10,14,9,12,11,12,10,14,8,13,13,12,14,12,13,5,11,2,13,14,11,13,3,2,3,1,12,7,8,2,2,1,13,3,2,12,12,13,14,10,15,14,14,14,16,15,14,12,12,7,8,13,12,14,13,13,13,- -  -,
67152421,Simón Ballester,GK,20%,15,8,10,13,13,14,9,8,5,12,12,10,11,11,6,2,10,2,15,10,9,9,3,2,2,2,4,6,1,2,2,2,11,3,1,5,11,9,10,7,12,8,11,7,12,9,11,11,20,2,6,7,6,10,11,14,17,- -  -,
67150300,Julián Cuesta,GK,33%,8,11,13,17,10,9,9,14,9,11,12,12,12,11,12,1,12,2,13,10,7,10,5,2,1,3,8,6,7,3,3,3,8,1,1,9,15,13,12,8,12,14,14,14,12,9,12,10,12,6,12,12,10,13,13,13,16,- -  -,
67144041,Pol Ballesté,GK,20%,12,13,11,12,12,9,8,10,11,13,11,9,9,13,12,6,11,2,13,11,8,8,3,1,3,2,6,5,6,1,3,3,7,5,2,6,12,13,10,5,14,7,13,8,14,8,10,11,16,5,5,12,5,12,13,4,15,- -  -,Opt
67131764,Dani Jiménez,GK,67%,11,13,11,13,11,10,8,12,9,14,13,9,13,12,14,3,15,2,12,12,8,11,5,3,2,2,4,8,3,1,2,3,14,3,1,9,13,13,12,8,12,10,13,15,15,12,11,11,12,5,7,11,10,13,11,14,11,- -  -,
67127965,Raúl Lizoáin,GK,33%,11,13,9,13,11,12,13,11,5,12,8,12,12,13,13,3,11,1,11,12,12,11,7,2,3,2,11,8,7,3,3,1,12,3,3,11,13,14,11,6,14,9,13,8,13,13,11,12,14,5,15,12,8,16,14,13,14,- -  -,
67126094,Manu García,GK,25%,10,10,12,18,14,11,6,9,15,11,14,11,12,12,13,2,9,3,12,12,11,8,6,3,1,2,10,8,3,3,1,3,14,2,3,6,13,13,11,5,13,14,12,7,11,13,6,12,14,4,12,2,10,11,10,14,19,- -  -,Opt
67092744,Razak Brimah,GK,67%,11,13,11,13,13,12,7,12,5,9,13,8,8,9,12,3,9,3,11,10,8,10,5,2,3,3,6,6,1,3,1,3,12,1,3,5,12,10,10,13,12,9,11,11,12,13,12,11,12,5,5,5,5,15,13,11,14,- -  -,Opt
67080544,Edgar Badía,GK,25%,11,16,9,11,14,10,11,10,3,12,15,12,14,13,13,14,10,10,14,10,9,11,1,3,2,1,11,6,5,1,3,2,13,3,2,10,10,11,16,2,12,12,15,19,19,14,11,12,15,6,5,13,6,18,20,13,11,- -  -,
67066947,Diego Mariño,GK,50%,11,14,7,15,12,12,14,11,7,8,7,8,13,10,9,6,9,2,13,15,10,8,7,7,12,7,13,7,8,7,9,8,10,7,8,12,15,8,15,12,14,8,17,14,17,6,17,8,11,8,6,10,6,15,16,7,18,- -  -,
67065534,Miguel Serna,GK,20%,11,10,11,11,18,9,5,8,9,14,9,11,12,14,17,2,14,3,12,11,10,10,4,3,3,2,3,8,2,1,1,3,12,2,3,7,12,12,10,10,12,11,10,10,11,12,10,11,12,2,8,12,10,11,10,15,19,- -  -,
67063096,Leandro,GK,33%,11,17,10,14,9,11,12,15,5,9,10,6,9,9,11,14,8,4,10,11,9,7,4,2,3,2,7,9,3,3,3,1,11,3,3,9,13,11,9,8,12,12,11,12,14,11,11,11,12,9,5,10,3,16,17,12,10,- -  -,Opt
67063006,Marc Martínez,GK,20%,10,11,7,13,8,8,5,12,11,13,12,12,11,15,14,2,15,2,11,11,10,10,3,1,1,3,8,8,1,2,1,1,13,5,2,5,13,14,14,6,12,11,13,11,13,14,14,12,16,5,14,12,5,15,13,14,13,- -  -,
67044850,Jose Gomes,GK,33%,5,14,7,10,9,6,4,6,7,7,11,4,9,13,3,3,4,1,8,7,6,6,3,1,2,2,1,3,1,3,3,3,7,2,3,2,7,9,8,5,10,11,9,5,11,5,7,10,11,5,7,8,9,11,11,10,20,- -  -,
67037424,Jon Ander Serantes,GK,25%,9,13,8,12,13,11,11,9,7,11,12,10,13,12,13,3,12,2,12,11,6,12,2,2,1,1,4,6,1,3,1,2,14,1,1,9,12,13,13,8,14,12,12,11,14,12,13,12,17,7,5,14,7,9,9,10,10,- -  -,Opt
67019308,David Sánchez,GK,95%,5,9,7,12,12,4,10,6,10,2,12,2,6,6,7,11,7,3,10,10,1,7,1,3,3,3,5,1,4,1,3,5,9,2,2,6,10,8,7,12,9,8,11,11,11,10,4,11,14,1,8,14,7,11,12,11,10,- -  -,Ama
67014134,Tomás Mejías,GK,33%,7,8,14,16,12,8,10,13,13,12,13,11,12,12,14,7,7,10,14,10,6,11,5,2,5,1,7,7,10,1,3,1,6,3,2,7,16,11,11,3,14,11,13,10,14,11,10,5,12,6,7,10,6,14,15,12,11,- -  -,
67011248,David Soria,GK,20%,9,12,13,16,11,9,11,14,11,15,13,12,14,15,13,9,11,11,15,13,8,14,4,1,2,2,7,5,4,3,1,3,9,5,1,5,15,15,15,8,16,12,13,10,15,16,14,12,13,10,8,9,9,12,13,14,13,- -  -,
65030636,Mondli Mpoto,GK,43%,10,14,8,10,8,9,3,6,6,9,15,8,13,9,6,3,5,2,12,9,9,8,2,3,2,2,3,7,1,3,3,2,10,3,1,2,8,11,13,5,14,13,11,10,12,13,10,12,13,8,5,7,10,11,11,13,17,- -  -,
65008818,Jethren Barr,GK,20%,9,9,8,10,13,9,2,4,12,8,10,8,10,8,5,2,9,2,9,8,7,7,3,1,3,1,6,6,1,2,2,1,9,2,1,8,13,9,9,5,10,11,6,7,14,8,11,12,17,6,6,8,8,12,12,12,13,- -  -,
64049783,Waleed Essam,GK,50%,10,7,7,13,15,7,2,6,12,10,14,7,7,13,8,3,11,3,10,7,6,6,3,3,2,1,3,5,1,2,2,2,8,2,3,4,9,13,10,10,13,10,12,5,13,5,7,12,13,2,7,5,6,11,10,10,13,- -  -,
64049016,Ahmad Juaidi,GK,25%,9,11,8,6,8,6,7,5,14,10,10,8,9,13,2,3,11,3,8,7,7,7,4,1,3,1,3,7,1,1,3,1,13,2,2,1,12,10,11,9,14,13,9,8,13,7,10,12,10,6,7,11,7,10,12,11,19,- -  -,Int
64042476,Rashid Rafeed,GK,33%,14,6,8,6,12,13,6,5,11,10,13,5,12,12,5,2,6,2,11,8,7,7,1,2,3,2,6,5,1,2,1,1,9,3,2,1,10,12,11,5,14,11,8,9,14,14,6,13,18,7,7,2,9,10,12,12,14,- -  -,
64042143,Ra'fat Al-Rabie,GK,50%,11,12,8,9,14,12,7,5,5,7,10,8,9,10,10,2,9,1,9,8,7,7,4,1,2,3,3,8,1,2,2,3,12,1,2,4,12,10,8,5,13,9,10,14,14,6,10,12,11,2,7,3,9,10,11,11,11,- -  -,
64007199,Nejc Vidmar,GK,25%,8,12,11,12,10,8,9,12,13,12,11,12,14,10,13,7,15,1,14,10,7,14,3,3,5,5,5,7,3,8,9,7,7,4,9,7,12,13,12,7,14,13,12,13,12,14,13,11,15,10,12,11,9,10,8,11,10,- -  -,
64001280,Vid Belec,GK,10%,11,12,11,16,15,10,8,13,10,14,14,11,13,12,15,3,11,4,13,13,11,16,6,2,3,2,7,7,7,2,3,2,5,3,3,7,13,12,12,13,13,12,13,13,14,9,13,12,12,9,3,12,6,16,12,15,14,- -  -,
63031757,Dominik Takac,GK,25%,13,11,11,17,7,10,7,9,7,9,10,9,10,14,5,2,4,2,13,11,9,9,4,3,1,2,7,7,1,1,1,3,11,1,1,10,15,9,8,6,14,14,14,12,14,6,8,10,16,4,6,3,6,12,13,14,16,- -  -,
63029134,Matus Hruska,GK,33%,13,12,12,14,12,12,10,11,10,11,15,10,9,13,11,1,7,1,12,8,7,8,4,1,3,3,4,9,1,3,3,2,11,2,3,2,12,8,8,5,11,13,9,6,9,7,12,11,11,4,4,7,11,9,10,11,18,- -  -,
63023478,Viktor Budinský,GK,33%,13,9,15,12,13,7,7,14,9,10,9,9,13,10,11,13,11,3,8,9,6,3,3,2,4,2,7,3,6,4,9,8,6,5,8,7,15,11,8,12,16,11,10,12,16,8,11,11,13,7,9,12,7,13,10,3,9,- -  -,
62249962,Sergej Joksimović,GK,50%,12,9,9,8,13,8,7,7,5,9,14,6,7,12,17,3,9,3,11,9,6,8,3,1,2,3,2,5,1,2,2,1,13,3,2,7,8,11,10,8,11,11,11,7,12,8,10,11,14,4,9,8,11,13,9,8,17,- -  -,
62161952,Adnan Golubović,GK,50%,9,10,12,13,14,8,13,12,2,13,13,13,12,11,14,1,9,2,14,12,6,10,4,2,2,2,10,5,5,1,1,1,13,4,3,12,13,12,12,2,12,12,11,8,14,10,7,15,13,2,2,12,8,14,15,13,7,- -  -,
62113784,Boris Radunović,GK,20%,11,11,14,16,11,12,16,14,11,14,12,11,9,9,12,8,11,9,14,13,10,11,3,5,3,4,9,5,8,5,1,4,9,3,10,9,14,11,10,13,14,14,13,13,14,8,14,12,14,8,9,11,10,12,12,6,12,- -  -,
62076152,Predrag Rajković,GK,67%,10,11,14,14,13,10,13,14,11,13,16,11,12,11,11,5,15,5,15,14,11,12,1,3,8,10,10,5,2,6,6,5,9,10,4,8,14,17,14,14,12,12,14,14,15,13,14,15,16,12,9,12,7,9,7,10,4,- -  -,
62056825,Aleksandar Jovanović,GK,17%,9,13,12,15,13,10,10,11,10,13,15,7,9,9,12,2,12,1,14,12,5,13,4,2,2,3,7,5,6,3,1,1,6,1,3,5,14,14,13,9,13,14,16,14,15,12,10,13,11,9,8,14,7,12,5,12,7,- -  -,
62055196,Igor Jovićević,GK,33%,9,11,8,17,12,8,9,8,9,11,11,10,12,11,10,3,13,3,12,9,4,8,2,3,2,3,2,6,8,6,8,7,8,3,7,7,11,12,8,8,12,13,8,10,12,9,10,10,13,9,8,7,7,10,11,10,10,- -  -,
62031598,Milan Jelovac,GK,33%,11,10,9,15,11,9,7,11,10,9,9,9,9,10,8,10,9,9,11,9,8,9,5,8,9,4,9,7,11,3,8,8,10,9,8,7,12,11,13,11,14,12,13,7,12,11,12,10,11,9,10,10,7,10,10,11,10,- -  -,
62004109,Ibrahim Sehic,GK,13%,10,11,9,14,16,9,11,10,14,11,14,12,13,11,11,6,15,3,12,14,7,11,5,2,1,2,8,10,3,1,2,1,12,2,1,8,13,14,14,5,14,13,9,13,15,16,12,15,14,5,7,11,8,12,13,14,11,- -  -,
61069539,Luis Zwick,GK,25%,11,13,9,15,13,11,4,10,11,10,8,8,9,15,15,2,14,2,9,9,8,8,3,2,3,1,12,5,2,2,2,3,10,3,3,6,12,8,10,14,10,11,12,11,11,8,9,13,12,8,12,10,12,17,10,10,12,- -  -,
61069332,Rohan Ferguson,GK,50%,5,11,10,15,9,8,10,10,6,13,9,10,12,13,11,4,6,8,10,12,11,11,1,2,1,2,10,3,1,3,2,1,12,3,3,6,14,10,12,4,12,12,11,10,14,5,10,12,10,3,2,12,3,11,10,12,8,- -  -,
61031380,Derek Gaston,GK,67%,6,11,9,15,10,3,8,9,9,8,11,8,13,11,11,8,9,9,13,6,8,8,6,2,1,3,4,8,1,2,2,1,7,3,1,4,11,8,14,9,13,10,12,9,16,6,8,9,15,7,4,15,2,11,11,10,12,- -  -,Opt
61011704,Darren Jamieson,GK,25%,8,12,7,13,6,10,9,7,10,10,9,9,7,11,12,3,9,4,11,8,7,8,2,2,2,3,2,4,2,2,1,3,12,1,1,7,13,11,11,3,15,12,11,12,12,10,11,11,11,8,3,8,2,11,12,13,10,- -  -,
60027906,Davide Colonna,GK,22%,10,10,4,5,15,9,1,2,6,6,11,4,10,12,10,1,9,1,9,3,2,2,1,1,2,1,1,1,1,1,1,3,7,1,3,3,10,5,5,7,9,6,2,8,11,14,6,11,7,4,7,3,9,8,8,10,15,- -  -,Ctr
60021826,Matteo Zavoli,GK,25%,11,11,4,4,8,9,3,3,12,7,13,2,4,5,5,3,5,1,8,4,3,3,1,1,2,2,1,6,1,2,3,3,4,2,3,1,8,7,6,10,12,10,8,9,8,7,7,9,9,8,12,3,10,11,10,10,9,- -  -,
60002088,Mattia Manzaroli,GK,25%,6,10,7,10,14,7,5,5,5,6,9,7,7,7,15,1,11,3,8,8,9,7,3,2,2,3,4,4,4,2,2,1,10,3,1,1,6,6,8,6,10,7,11,9,12,8,5,8,12,6,9,6,9,16,12,10,19,- -  -,Ctr
59117814,Sokrat Hovhannisyan,GK,33%,13,11,5,12,6,13,5,5,14,7,8,7,10,8,5,3,7,3,10,5,5,5,2,3,2,3,2,4,1,3,2,1,9,2,1,1,14,11,8,5,12,13,7,5,12,12,7,13,13,7,13,5,9,10,10,11,11,- -  -,
59115641,Luka Gugeshashvili,GK,33%,10,10,9,17,12,10,12,13,10,11,10,9,11,12,12,2,11,3,14,11,11,11,6,3,2,1,2,7,4,1,1,1,11,3,1,6,14,12,12,10,13,12,11,10,13,12,13,10,12,6,10,8,9,12,10,13,16,- -  -,
59095899,Aydın Bayramov,GK,17%,13,16,7,5,15,12,4,8,10,8,8,8,8,13,4,3,10,3,8,7,6,6,5,1,2,3,2,9,1,3,1,3,8,3,3,1,9,11,9,9,13,8,11,8,13,10,9,11,11,4,5,2,5,10,9,9,15,- -  -,
59076828,Şəhruddin Məhəmmədəliyev,GK,25%,13,6,9,15,11,13,9,10,12,11,11,6,14,12,7,1,12,2,13,9,8,8,3,3,3,2,6,6,1,1,1,2,11,2,3,5,15,11,14,5,14,8,12,14,14,8,11,9,13,2,15,9,9,13,11,10,20,- -  -,
59063974,Rəşad Əzizli,GK,33%,10,11,7,7,11,12,6,6,8,11,11,7,12,13,11,2,5,2,9,7,6,6,2,1,1,3,1,4,1,1,1,1,7,3,1,5,10,7,9,5,13,8,6,12,13,15,8,11,12,6,9,13,10,10,13,13,20,- -  -,
59043571,Emil Balayev,GK,40%,14,9,11,9,15,11,9,8,10,12,12,10,14,14,13,1,8,2,9,10,7,9,5,2,1,3,4,8,1,1,3,1,10,3,1,9,14,14,7,5,14,11,10,10,14,9,12,11,15,1,6,7,10,10,10,12,18,- -  -,Opt
59027673,Səlahət Ağayev,GK,50%,10,14,12,15,13,15,15,15,11,16,16,12,10,16,16,2,15,1,12,15,12,20,5,3,1,1,7,7,3,2,2,1,15,3,1,9,7,6,12,5,7,12,11,6,7,7,10,13,13,4,12,1,9,11,13,14,18,- -  -,
58113616,Alexandr Melikhov,GK,25%,15,13,10,13,14,15,6,8,5,13,14,10,9,12,9,1,10,1,11,10,9,9,2,3,1,3,1,5,2,2,2,1,7,3,2,6,11,10,8,5,11,6,13,12,14,10,7,12,15,8,14,4,13,12,12,15,17,- -  -,
57187807,Robert Popa,GK,50%,11,12,9,14,15,9,12,15,5,10,14,12,11,11,13,13,15,3,11,11,12,13,5,3,2,1,8,6,2,1,1,3,12,1,3,8,13,11,12,8,12,13,14,12,13,11,12,14,12,5,3,13,2,12,11,11,9,- -  -,
57163387,Ştefan Târnovanu,GK,33%,8,8,10,18,16,12,10,14,9,11,9,11,10,14,10,1,12,3,10,12,11,12,4,2,1,1,9,6,9,2,2,1,11,1,3,9,15,14,12,8,14,12,16,15,13,10,9,9,11,14,11,10,9,8,10,14,12,- -  -,
57079114,Florin Iacob,GK,50%,10,13,10,12,10,11,10,14,6,12,10,9,8,11,13,10,13,10,9,10,10,9,2,3,2,1,10,3,7,2,1,3,12,1,3,10,12,14,12,6,12,13,14,7,14,9,10,11,11,5,9,10,4,13,13,12,12,- -  -,
57028689,Florin Niţă,GK,67%,10,15,13,13,15,8,12,13,10,12,13,13,13,11,11,2,12,5,12,10,10,9,2,4,3,2,9,3,10,2,2,5,12,3,7,10,11,11,12,7,15,13,13,10,14,11,14,10,15,7,5,11,3,11,14,2,11,- -  -,
55027991,Bruno Varela,GK,50%,12,14,12,13,13,12,11,13,12,13,14,11,14,12,15,1,7,1,13,12,12,14,3,2,3,3,10,6,4,2,3,3,10,2,1,9,14,9,15,13,13,13,14,14,16,12,12,14,12,8,13,11,13,15,5,12,8,- -  -,Inj
